,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,0.00632,18.0,2.31,0.0,0.538,6.575,65.2,4.09,1.0,296.0,15.3,396.9,4.98,24.91551132156843,24.91551132156843,24.064230284941726,24.064230284941726,24.064230284941726,24.91551132156843,24.064230284941726,24.879430976760037,24.68987901349056,24.064230284941726
1,0.02731,0.0,7.07,0.0,0.469,6.421,78.9,4.9671,2.0,242.0,17.8,396.9,9.14,22.417897547464694,22.417897547464694,22.508331975687753,22.508331975687753,22.508331975687753,22.55363744558532,22.508331975687753,22.553172206613358,22.438138920121425,22.508331975687753
2,0.02729,0.0,7.07,0.0,0.469,7.185,61.1,4.9671,2.0,242.0,17.8,392.83,4.03,22.189365501873933,22.189365501873933,22.255359086286905,22.255359086286905,22.255359086286905,22.324407636081855,22.255359086286905,22.32388086767943,22.193273098723107,22.255359086286905
3,0.03237,0.0,2.18,0.0,0.458,6.998,45.8,6.0622,3.0,222.0,18.7,394.63,2.94,21.428576136883045,21.428576136883045,21.605474998772237,21.605474998772237,21.605474998772237,21.782445568218808,21.605474998772237,21.778733811243015,21.438052851231404,21.605474998772237
4,0.06905,0.0,2.18,0.0,0.458,7.147,54.2,6.0622,3.0,222.0,18.7,396.9,5.33,21.550124278750605,21.550124278750605,21.719223084584293,21.719223084584293,21.719223084584293,21.9050100187209,21.719223084584293,21.901237942470626,21.554348366549956,21.719223084584293
5,0.02985,0.0,2.18,0.0,0.458,6.43,58.7,6.0622,3.0,222.0,18.7,394.12,5.21,21.400636616583665,21.400636616583665,21.6218639993494,21.6218639993494,21.6218639993494,21.754277312450277,21.6218639993494,21.750873214191813,21.43988794252527,21.6218639993494
6,0.08829,12.5,7.87,0.0,0.524,6.012,66.6,5.5605,5.0,311.0,15.2,395.6,12.43,25.246370234796455,25.246370234796455,24.440936562582902,24.440936562582902,24.440936562582902,25.246370234796455,24.440936562582902,25.227431951585313,24.96939630487983,24.440936562582902
7,0.14455,12.5,7.87,0.0,0.524,6.172,96.1,5.9505,5.0,311.0,15.2,396.9,19.15,25.33320586514796,25.33320586514796,24.562486763295276,24.562486763295276,24.562486763295276,25.33320586514796,24.562486763295276,25.31388215465997,25.078938543951235,24.562486763295276
8,0.21124,12.5,7.87,0.0,0.524,5.631,100.0,6.0821,5.0,311.0,15.2,386.63,29.93,24.65280047021696,24.65280047021696,23.7819161892131,23.7819161892131,23.7819161892131,24.65280047021696,23.7819161892131,24.63450708763093,24.33333886298417,23.7819161892131
9,0.17004,12.5,7.87,0.0,0.524,6.004,85.9,6.5921,5.0,311.0,15.2,386.71,17.1,24.661434397205642,24.661434397205642,23.889630131565646,23.889630131565646,23.889630131565646,24.661434397205642,23.889630131565646,24.64207297143102,24.40690254385078,23.889630131565646
