,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,0.00632,18.0,2.31,0.0,0.538,6.575,65.2,4.09,1.0,296.0,15.3,396.9,4.98,11.251665171129956,11.251665171129956,10.251665171129956,11.251665171129956,11.756305904429704,11.296086247325755,24.444356320368172,26.475754156359965,25.518305904429702,11.642343553390933
1,0.02731,0.0,7.07,0.0,0.469,6.421,78.9,4.9671,2.0,242.0,17.8,396.9,9.14,13.220461908293755,13.235164484611369,13.023532397364411,13.207754137705399,13.187305904429703,13.207754137705399,29.907530617107415,28.48046202617985,30.12169729964401,11.997758147696224
2,0.02729,0.0,7.07,0.0,0.469,7.185,61.1,4.9671,2.0,242.0,17.8,392.83,4.03,13.17432012842813,13.17432012842813,12.990098388087143,13.17432012842813,13.187305904429703,13.17432012842813,29.907530617107415,30.406794412268212,30.12169729964401,11.997758147696224
3,0.03237,0.0,2.18,0.0,0.458,6.998,45.8,6.0622,3.0,222.0,18.7,394.63,2.94,13.857248320052172,13.857248320052172,13.816374824294414,13.857248320052172,15.076305904429702,14.684839784858537,31.842484892108295,30.990963492287595,31.921697299644006,15.076305904429702
4,0.06905,0.0,2.18,0.0,0.458,7.147,54.2,6.0622,3.0,222.0,18.7,396.9,5.33,13.927101927536441,13.927101927536441,13.879474360730793,13.92034785648855,15.076305904429702,14.747939321294917,31.842484892108295,31.366648735124198,31.921697299644006,15.076305904429702
5,0.02985,0.0,2.18,0.0,0.458,6.43,58.7,6.0622,3.0,222.0,18.7,394.12,5.21,13.925122763495576,13.925122763495576,13.879800288944013,13.920673784701771,15.076305904429702,14.748265249508137,31.842484892108295,29.55882109006483,31.921697299644006,15.076305904429702
6,0.08829,12.5,7.87,0.0,0.524,6.012,66.6,5.5605,5.0,311.0,15.2,395.6,12.43,10.342662632984208,10.37015456081285,10.120091304249323,10.320091304249324,15.642305904429701,15.176156630803312,24.957733876960333,25.72821864148071,25.3183059044297,15.642305904429701
7,0.14455,12.5,7.87,0.0,0.524,6.172,96.1,5.9505,5.0,311.0,15.2,396.9,19.15,10.335333524930126,10.364801087623544,10.111129236522837,10.311129236522838,15.642305904429701,15.171869324320003,24.937536820068573,26.131639036473032,25.3183059044297,15.642305904429701
8,0.21124,12.5,7.87,0.0,0.524,5.631,100.0,6.0821,5.0,311.0,15.2,386.63,29.93,10.333257832944453,10.363208330448172,10.108695561337496,10.308695561337498,15.642305904429701,15.170877801032214,24.93072160805074,24.76757382590523,25.3183059044297,15.642305904429701
9,0.17004,12.5,7.87,0.0,0.524,6.004,85.9,6.5921,5.0,311.0,15.2,386.71,17.1,10.323553095777267,10.356142745677962,10.09679706479516,10.296797064795161,15.642305904429701,15.164024232405866,24.90431007211536,25.70804762173109,25.3183059044297,15.642305904429701
10,0.22489,12.5,7.87,0.0,0.524,6.377,94.3,6.3467,5.0,311.0,15.2,392.52,20.45,10.327848918791357,10.359341598057554,10.10196665535541,10.301966655355411,15.642305904429701,15.166867527181862,24.917018681759558,26.648521417556953,25.3183059044297,15.642305904429701
11,0.11747,12.5,7.87,0.0,0.524,6.009,82.9,6.2267,5.0,311.0,15.2,396.9,13.27,10.330320150944791,10.36110492757676,10.105045555478466,10.305045555478467,15.642305904429701,15.168742119596734,24.92323316080318,25.720654509074603,25.3183059044297,15.642305904429701
12,0.09378,12.5,7.87,0.0,0.524,5.889,39.0,5.4509,5.0,311.0,15.2,390.5,15.71,10.344767271230637,10.371683209748406,10.12267668107247,10.32267668107247,15.642305904429701,15.17730787067198,24.96340976782017,25.41808921283036,25.3183059044297,15.642305904429701
13,0.62976,0.0,8.14,0.0,0.538,5.949,61.8,4.7075,4.0,307.0,21.0,396.9,8.26,16.329523528932878,16.329523528932878,16.337906334893027,16.236802483346132,18.456305904429705,18.256370489333523,36.65059525604681,30.80937186095248,36.52169729964401,18.456305904429705
14,0.63796,0.0,8.14,0.0,0.538,6.096,84.5,4.4619,4.0,307.0,21.0,380.02,10.26,16.3413993836215,16.34927538337613,16.349604814372398,16.24055698097682,18.456305904429705,18.26718031666812,36.65889593834262,31.18001434885168,36.52169729964401,18.456305904429705
15,0.62739,0.0,8.14,0.0,0.538,5.834,56.5,4.4986,4.0,307.0,21.0,395.62,8.47,16.337090495835625,16.337090495835625,16.347882019883063,16.24007637896445,18.456305904429705,18.265596479823692,36.657655567657535,30.519413452051744,36.52169729964401,18.456305904429705
16,1.05393,0.0,8.14,0.0,0.538,5.935,29.3,4.4986,4.0,307.0,21.0,386.85,6.58,16.31884587778443,16.31884587778443,16.335740022629494,16.22793438171088,18.456305904429705,18.253454482570124,36.657655567657535,30.77407257639065,36.52169729964401,18.456305904429705
17,0.7842,0.0,8.14,0.0,0.538,5.99,81.7,4.2579,4.0,307.0,21.0,386.75,14.67,16.350661348596763,16.365720988831303,16.360094419507067,16.243751424467188,18.456305904429705,18.27685384981708,36.66579064187821,30.912748337169266,36.52169729964401,18.456305904429705
18,0.80271,0.0,8.14,0.0,0.538,5.456,36.6,3.7965,4.0,307.0,21.0,288.99,11.69,16.36615229015017,16.379391444314084,16.38678999454455,16.251055170607625,18.456305904429705,18.30138016129521,36.68138483899255,29.566332768882376,36.52169729964401,18.456305904429705
19,0.7258,0.0,8.14,0.0,0.538,5.727,69.5,3.7965,4.0,307.0,21.0,390.95,11.28,16.36609005799624,16.377718650084912,16.38670826395391,16.250973440016985,18.456305904429705,18.30129843070457,36.68138483899255,30.249626062900628,36.52169729964401,18.456305904429705
20,1.25179,0.0,8.14,0.0,0.538,5.57,98.1,3.7979,4.0,307.0,21.0,376.57,21.02,16.366106879948134,16.387524193425723,16.3866675533701,16.250998695584705,18.456305904429705,18.3012650994128,36.68133752239966,29.853769800314407,36.52169729964401,18.456305904429705
21,0.85204,0.0,8.14,0.0,0.538,5.965,89.2,4.0123,4.0,307.0,21.0,392.53,13.83,16.36265980134253,16.376848195649615,16.373672688849442,16.24756273065812,18.456305904429705,18.28933953952901,36.67409132417401,30.849713900451714,36.52169729964401,18.456305904429705
22,1.23247,0.0,8.14,0.0,0.538,6.142,91.7,3.9769,4.0,307.0,21.0,396.9,18.72,16.363561005874974,16.378518391535255,16.375676263190446,16.248059055196816,18.456305904429705,18.29117450563361,36.67528775802283,31.295997712411975,36.52169729964401,18.456305904429705
23,0.98843,0.0,8.14,0.0,0.538,5.813,100.0,4.0952,4.0,307.0,21.0,394.54,19.88,16.358531386071064,16.372996630958312,16.369008256195126,16.24632602368449,18.456305904429705,18.285058548810472,36.67128950592352,30.466464525209002,36.52169729964401,18.456305904429705
24,0.75026,0.0,8.14,0.0,0.538,5.924,94.1,4.3996,4.0,307.0,21.0,394.33,16.3,16.344199178709598,16.359752470035453,16.352782481724574,16.241578517731476,18.456305904429705,18.270116788846845,36.66100152672628,30.74633742423493,36.52169729964401,18.456305904429705
25,0.84054,0.0,8.14,0.0,0.538,5.599,85.7,4.4546,4.0,307.0,21.0,303.42,16.51,16.341848059652467,16.357557077955917,16.350136127068453,16.24083876850481,18.456305904429705,18.267683716274743,36.659142660576975,29.926889746906767,36.52169729964401,18.456305904429705
26,0.67191,0.0,8.14,0.0,0.538,5.813,90.3,4.682,4.0,307.0,21.0,376.88,14.81,16.33214250280686,16.34868046836705,16.339135452638697,16.237245572245474,18.456305904429705,18.257511678099316,36.65145709398877,30.466464525209002,36.52169729964401,18.456305904429705
27,0.95577,0.0,8.14,0.0,0.538,6.047,88.8,4.4534,4.0,307.0,21.0,306.38,17.28,16.34178459525875,16.357542207802485,16.350043186621612,16.240704731933263,18.456305904429705,18.267586178617076,36.6591832176566,31.05646685288528,36.52169729964401,18.456305904429705
28,0.77299,0.0,8.14,0.0,0.538,6.495,94.4,4.4547,4.0,307.0,21.0,387.94,12.8,16.34161920793988,16.35743072429436,16.349836203076922,16.240542268190925,18.456305904429705,18.26738417527232,36.65913928082034,32.1860439588638,36.52169729964401,18.456305904429705
29,1.00245,0.0,8.14,0.0,0.538,6.674,87.3,4.239,4.0,307.0,21.0,380.23,11.98,16.35139259153985,16.36391477252615,16.360893553778553,16.243839143813656,18.456305904429705,18.277573401781986,36.66642941588225,32.63737052576147,36.52169729964401,18.456305904429705
30,1.13081,0.0,8.14,0.0,0.538,5.713,94.1,4.233,4.0,307.0,21.0,360.17,22.6,16.351899300604362,16.366839976569533,16.361507895883697,16.24422631140493,18.456305904429705,18.278162331049735,36.66663220128035,30.2143267783388,36.52169729964401,18.456305904429705
31,1.35472,0.0,8.14,0.0,0.538,6.072,100.0,4.175,4.0,307.0,21.0,376.73,13.04,16.354576021945725,16.36935122409244,16.364521318872985,16.24501005054873,18.456305904429705,18.280926330844306,36.66859246012871,31.119501289602834,36.52169729964401,18.456305904429705
32,1.38799,0.0,8.14,0.0,0.538,5.95,82.0,3.99,4.0,307.0,21.0,232.6,27.71,16.363426914828153,16.37791296555998,16.374968869845983,16.247912546782203,18.456305904429705,18.290529855584055,36.674845009903635,30.811893238421185,36.52169729964401,18.456305904429705
33,1.15172,0.0,8.14,0.0,0.538,5.701,95.0,3.7872,4.0,307.0,21.0,358.77,18.35,16.36622140516066,16.388063402949353,16.38729921973538,16.251124954017815,18.456305904429705,18.301840228407848,36.68169915635961,30.184070248714374,36.52169729964401,18.456305904429705
34,1.61282,0.0,8.14,0.0,0.538,6.096,96.9,3.7598,4.0,307.0,21.0,248.31,20.34,16.366505757760454,16.38945099416941,16.388918123498144,16.251436520575698,18.456305904429705,18.303312887122072,36.68262520967763,31.18001434885168,36.52169729964401,18.456305904429705
35,0.06417,0.0,5.96,0.0,0.499,5.933,68.2,3.3603,5.0,279.0,19.2,396.9,9.68,14.496608782338626,14.555495243114919,14.552767267542563,14.373797712677133,17.617305904429703,17.448971057281984,33.101930238542586,28.980029821453247,32.92169729964401,17.617305904429703
36,0.09744,0.0,5.96,0.0,0.499,5.841,61.4,3.3779,5.0,279.0,19.2,377.56,11.41,14.501765676189146,14.562375669896806,14.551580593438633,14.373543530407073,17.617305904429703,17.447781282063396,33.101308180906244,28.748063094332657,32.92169729964401,17.617305904429703
