,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,0.00632,18.0,2.31,0.0,0.538,6.575,65.2,4.09,1.0,296.0,15.3,396.9,4.98,3.32378509325717,7.465138831818372,76.21945418290065,76.21945418290065,-4.485212687301675,-3.176329691714285,97.56947790488044,-3.3850000000000007,-0.8901388318183718,-4.98
1,0.02731,0.0,7.07,0.0,0.469,6.421,78.9,4.9671,2.0,242.0,17.8,396.9,9.14,-9.14,15.561,57.24604024412824,57.24604024412824,-8.656801622078184,-7.378575353687821,-9.14,-11.859000000000002,-9.14,-9.14
2,0.02729,0.0,7.07,0.0,0.469,7.185,61.1,4.9671,2.0,242.0,17.8,392.83,4.03,8.732226681696261,2.75806972802779,62.35604024412824,62.35604024412824,-3.4893084651349864,-2.058992978702226,113.88700683309328,-0.8750000000000009,4.42693027197221,-4.03
3,0.03237,0.0,2.18,0.0,0.458,6.998,45.8,6.0622,3.0,222.0,18.7,394.63,2.94,11.157105810484646,-0.7969249308972808,57.959590637175495,57.959590637175495,-2.413380743077889,-1.0202912825272337,119.73904730315276,1.1179999999999999,7.794924930897281,-2.94
4,0.06905,0.0,2.18,0.0,0.458,7.147,54.2,6.0622,3.0,222.0,18.7,396.9,5.33,4.303880295758299,7.619455158930593,55.569590637175494,55.569590637175494,-4.7921680724175015,-3.3694172329554357,76.76029890292872,-3.513,-0.4724551589305932,-5.33
5,0.02985,0.0,2.18,0.0,0.458,6.43,58.7,6.0622,3.0,222.0,18.7,394.12,5.21,1.8921671340514088,8.546391750722144,55.68959063717549,55.68959063717549,-4.726124346669167,-3.4461064513646917,62.055796438652045,-3.99,-2.116391750722145,-5.21
6,0.08829,12.5,7.87,0.0,0.524,6.012,66.6,5.5605,5.0,311.0,15.2,395.6,12.43,-12.43,18.442,72.8842913881152,72.8842913881152,-11.977580026776831,-10.780773248150004,-12.43,-18.848,-12.43,-12.43
7,0.14455,12.5,7.87,0.0,0.524,6.172,96.1,5.9505,5.0,311.0,15.2,396.9,19.15,-19.15,25.322,66.1642913881152,66.1642913881152,-18.68553957506098,-17.45688165129438,-19.15,-32.128,-19.15,-19.15
8,0.21124,12.5,7.87,0.0,0.524,5.631,100.0,6.0821,5.0,311.0,15.2,386.63,29.93,-29.93,35.561,55.38429138811521,55.38429138811521,-29.506251352425206,-28.385290113162455,-29.93,-54.229,-29.93,-29.93
9,0.17004,12.5,7.87,0.0,0.524,6.004,85.9,6.5921,5.0,311.0,15.2,386.71,17.1,-17.1,23.104,68.21429138811521,68.21429138811521,-16.648182049362624,-15.452967827992786,-17.1,-28.196000000000005,-17.1,-17.1
